dependency_category,index,link_str,project,option_name,option_value,option_type,option_file,option_technology,dependent_option_name,dependent_option_value,dependent_option_type,dependent_option_file,dependent_option_technology,config_type,rating,final_rating,final_category,sub_category,explanation
value-equality,432,spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::build::::resources::::resource::::filtering::::true <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-boot-autoconfigure-processor::::optional::::true,spring-boot-admin,project.build.resources.resource.filtering,TRUE,ConfigType.BOOLEAN,spring-boot-admin-samples/pom.xml,maven,project.dependencies.dependency_spring-boot-autoconfigure-processor.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-cloud/pom.xml,maven,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,235,mall::::mall-admin/src/main/resources/application-prod.yml::::minio.bucketName::::mall <-> mall::::mall-common/pom.xml::::project::::parent_mall::::artifactId::::mall,mall,minio.bucketName,mall,ConfigType.UNKNOWN,mall-admin/src/main/resources/application-prod.yml,spring,project.parent_mall.artifactId,mall,ConfigType.NAME,mall-common/pom.xml,maven,correct,Borderline,False,Generic Names,Names,different options that are not related
value-equality,205,mall::::document/docker/docker-compose-env.yml::::services::::mysql::::ports::::in::::3306 <-> mall::::document/docker/docker-compose-env.yml::::services::::mysql::::ports::::out::::3306,mall,services.mysql.ports.in,3306,ConfigType.PORT,document/docker/docker-compose-env.yml,docker-compose,services.mysql.ports.out,3306,ConfigType.PORT,document/docker/docker-compose-env.yml,docker-compose,correct,Borderline,False,Port,Port,host and container port can be different
value-equality,476,Spring-Cloud-Platform::::ace-modules/ace-admin/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-jdbc::::artifactId::::spring-boot-starter-jdbc <-> Spring-Cloud-Platform::::ace-modules/ace-generator/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-jdbc::::artifactId::::spring-boot-starter-jdbc,Spring-Cloud-Platform,project.dependencies.dependency_spring-boot-starter-jdbc.artifactId,spring-boot-starter-jdbc,ConfigType.NAME,ace-modules/ace-admin/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-jdbc.artifactId,spring-boot-starter-jdbc,ConfigType.NAME,ace-modules/ace-generator/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency in different modules has same artifactID
value-equality,264,music-website::::music-server/docker-server/docker-compose.yml::::services::::db::::environment::::MYSQL_PASSWORD::::123456 <-> music-website::::music-server/docker-server/docker-compose.yml::::services::::db::::environment::::MYSQL_ROOT_PASSWORD::::123456,music-website,services.db.environment.MYSQL_PASSWORD,123456,ConfigType.PASSWORD,music-server/docker-server/docker-compose.yml,docker-compose,services.db.environment.MYSQL_ROOT_PASSWORD,123456,ConfigType.PASSWORD,music-server/docker-server/docker-compose.yml,docker-compose,correct,Borderline,True,Datasource,Datasource,same passwort for different users
value-equality,401,spring-boot-admin::::spring-boot-admin-dependencies/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_spring-boot-admin-server::::groupId::::de.codecentric <-> spring-boot-admin::::spring-boot-admin-starter-server/pom.xml::::project::::dependencies::::dependency_spring-boot-admin-server::::groupId::::de.codecentric,spring-boot-admin,project.dependencyManagement.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-dependencies/pom.xml,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-starter-server/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependeny lives under same group ID
value-equality,93,jetlinks-community::::jetlinks-components/network-component/http-component/pom.xml::::project::::dependencies::::dependency_network-core::::groupId::::org.jetlinks.community <-> jetlinks-community::::jetlinks-components/notify-component/notify-core/pom.xml::::project::::dependencies::::dependency_rule-engine-component::::groupId::::org.jetlinks.community,jetlinks-community,project.dependencies.dependency_network-core.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-components/network-component/http-component/pom.xml,maven,project.dependencies.dependency_rule-engine-component.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-components/notify-component/notify-core/pom.xml,maven,correct,FALSE,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,482,Spring-Cloud-Platform::::ace-modules/ace-admin/src/main/resources/application.yml::::spring.datasource.maxWait::::60000 <-> Spring-Cloud-Platform::::ace-modules/ace-generator/src/main/resources/application.yml::::ribbon.ConnectTimeout::::60000,Spring-Cloud-Platform,spring.datasource.maxWait,60000,ConfigType.VERSION_NUMBER,ace-modules/ace-admin/src/main/resources/application.yml,spring,ribbon.ConnectTimeout,60000,ConfigType.NUMBER,ace-modules/ace-generator/src/main/resources/application.yml,spring,partially,FALSE,False,Integers,Number,different options that are not related
value-equality,301,piggymetrics::::docker-compose.yml::::services::::account-service::::logging::::options::::max-size::::10m <-> piggymetrics::::docker-compose.yml::::services::::statistics-service::::logging::::options::::max-size::::10m,piggymetrics,services.account-service.logging.options.max-size,10m,ConfigType.SIZE,docker-compose.yml,docker-compose,services.statistics-service.logging.options.max-size,10m,ConfigType.SIZE,docker-compose.yml,docker-compose,correct,Borderline,False,Others,Logging,different services does not depend on each other
value-equality,255,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-devtools::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-devtools.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,207,mall::::mall-admin/pom.xml::::project::::parent_mall::::artifactId::::mall <-> mall::::mall-admin/src/main/resources/application.yml::::redis.database::::mall,mall,project.parent_mall.artifactId,mall,ConfigType.NAME,mall-admin/pom.xml,maven,redis.database,mall,ConfigType.NAME,mall-admin/src/main/resources/application.yml,spring,correct,Borderline,False,Generic Names,Names,options do not depend on each other
value-equality,280,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-data-redis::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-mail::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-mail.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,267,music-website::::music-server/src/main/resources/application.yml::::mail.address::::None <-> music-website::::music-server/src/main/resources/application.yml::::spring.mail.password::::None,music-website,mail.address,,ConfigType.IP_ADDRESS,music-server/src/main/resources/application.yml,spring,spring.mail.password,,ConfigType.PASSWORD,music-server/src/main/resources/application.yml,spring,partially,FALSE,False,Generic Names,Names,different options that are not related
value-equality,418,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml::::project::::parent_spring-boot-admin-samples::::relativePath::::.. <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml::::project::::parent_spring-boot-admin-samples::::relativePath::::..,spring-boot-admin,project.parent_spring-boot-admin-samples.relativePath,..,ConfigType.PATH,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,maven,project.parent_spring-boot-admin-samples.relativePath,..,ConfigType.PATH,spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Structure,same hierachy same relative path
value-equality,204,mall::::mall-portal/pom.xml::::project::::parent_mall::::groupId::::com.macro.mall <-> mall::::mall-security/pom.xml::::project::::groupId::::com.macro.mall,mall,project.parent_mall.groupId,com.macro.mall,ConfigType.NAME,mall-portal/pom.xml,maven,project.groupId,com.macro.mall,ConfigType.NAME,mall-security/pom.xml,maven,correct,Borderline,False,Multi-Maven-Modules,Project Inheritance,"modules specify their own groupID, whenever the module is used (inheritance, dependency, etc) the groupID of the specific modules has to be used as groupID"
value-equality,132,litemall::::litemall-db/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-json::::groupId::::org.springframework.boot <-> litemall::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_spring-boot-starter-json::::groupId::::org.springframework.boot,litemall,project.dependencies.dependency_spring-boot-starter-json.groupId,org.springframework.boot,ConfigType.NAME,litemall-db/pom.xml,maven,project.dependencyManagement.dependencies.dependency_spring-boot-starter-json.groupId,org.springframework.boot,ConfigType.NAME,pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency in different modules lives under same groupId
value-equality,104,litemall::::litemall-wx-api/pom.xml::::project::::dependencies::::dependency_weixin-java-pay::::exclusions::::exclusion_qrcode-utils::::groupId::::com.github.binarywang <-> litemall::::litemall-wx-api/pom.xml::::project::::dependencies::::dependency_weixin-java-pay::::groupId::::com.github.binarywang,litemall,project.dependencies.dependency_weixin-java-pay.exclusions.exclusion_qrcode-utils.groupId,com.github.binarywang,ConfigType.NAME,litemall-wx-api/pom.xml,maven,project.dependencies.dependency_weixin-java-pay.groupId,com.github.binarywang,ConfigType.NAME,litemall-wx-api/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency in different modules lives under same groupId
value-equality,346,piggymetrics::::registry/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics <-> piggymetrics::::statistics-service/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics,piggymetrics,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,registry/pom.xml,maven,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,statistics-service/pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Project Inheritance,artifactID is inherited from parent
value-equality,163,mall-swarm::::mall-portal/pom.xml::::project::::artifactId::::mall-portal <-> mall-swarm::::pom.xml::::project::::modules::::module::::mall-portal,mall-swarm,project.artifactId,mall-portal,ConfigType.NAME,mall-portal/pom.xml,maven,project.modules.module,mall-portal,ConfigType.NAME,pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Project Aggregation,"project aggregation, module specified with artifactID"
value-equality,22,apollo::::apollo-assembly/src/main/resources/application.yml::::server.compression.enabled::::True <-> apollo::::apollo-configservice/src/main/resources/application.yml::::eureka.instance.preferIpAddress::::True,apollo,server.compression.enabled,TRUE,ConfigType.BOOLEAN,apollo-assembly/src/main/resources/application.yml,spring,eureka.instance.preferIpAddress,TRUE,ConfigType.BOOLEAN,apollo-configservice/src/main/resources/application.yml,spring,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,176,mall-swarm::::mall-auth/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> mall-swarm::::mall-gateway/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,mall-swarm,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,mall-auth/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,mall-gateway/pom.xml,maven,correct,TRUE,True,Version Numbers,POM Version,modelVersion has to be consistent across all modules and is generally set to 4.0.0 since it is the only supported version
value-equality,140,litemall::::pom.xml::::project::::dependencies::::dependency_mockito-core::::scope::::test <-> litemall::::pom.xml::::project::::dependencies::::dependency_powermock-api-mockito::::scope::::test,litemall,project.dependencies.dependency_mockito-core.scope,test,ConfigType.UNKNOWN,pom.xml,maven,project.dependencies.dependency_powermock-api-mockito.scope,test,ConfigType.UNKNOWN,pom.xml,maven,correct,FALSE,False,Libraries,Dependency Scope,different options that are not related
value-equality,46,apollo::::apollo-assembly/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::groupId::::org.springframework.boot <-> apollo::::apollo-common/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-actuator::::groupId::::org.springframework.boot,apollo,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,org.springframework.boot,ConfigType.NAME,apollo-assembly/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-actuator.groupId,org.springframework.boot,ConfigType.NAME,apollo-common/pom.xml,maven,correct,Borderline,False,Others,Others,different options that are not related
value-equality,23,apollo::::apollo-adminservice/src/test/resources/application.properties::::spring.cloud.discovery.enabled::::false <-> apollo::::apollo-portal/pom.xml::::project::::build::::plugins::::plugin_maven-assembly-plugin::::executions::::execution::::configuration::::appendAssemblyId::::false,apollo,spring.cloud.discovery.enabled,FALSE,ConfigType.BOOLEAN,apollo-adminservice/src/test/resources/application.properties,spring,project.build.plugins.plugin_maven-assembly-plugin.executions.execution.configuration.appendAssemblyId,FALSE,ConfigType.BOOLEAN,apollo-portal/pom.xml,maven,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,326,piggymetrics::::docker-compose.yml::::services::::registry::::ports::::out::::8761 <-> piggymetrics::::registry/Dockerfile::::EXPOSE::::8761,piggymetrics,services.registry.ports.out,8761,ConfigType.PORT,docker-compose.yml,docker-compose,EXPOSE,8761,ConfigType.PORT,registry/Dockerfile,docker,correct,TRUE,True,Port,Port,ports have to be equal
value-equality,444,spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::build::::resources::::resource::::filtering::::true <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter::::optional::::true,spring-boot-admin,project.build.resources.resource.filtering,TRUE,ConfigType.BOOLEAN,spring-boot-admin-samples/pom.xml,maven,project.dependencies.dependency_spring-cloud-starter.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-cloud/pom.xml,maven,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,32,apollo::::apollo-assembly/src/test/resources/application.properties::::spring.jmx.unique-names::::true <-> apollo::::apollo-biz/src/test/resources/application.properties::::spring.h2.console.enabled::::true,apollo,spring.jmx.unique-names,TRUE,ConfigType.BOOLEAN,apollo-assembly/src/test/resources/application.properties,spring,spring.h2.console.enabled,TRUE,ConfigType.BOOLEAN,apollo-biz/src/test/resources/application.properties,spring,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,481,Spring-Cloud-Platform::::ace-dev-base/ace-common/pom.xml::::project::::dependencies::::dependency_javax.servlet-api::::groupId::::javax.servlet <-> Spring-Cloud-Platform::::ace-modules/ace-sample/pom.xml::::project::::dependencies::::dependency_javax.servlet-api::::groupId::::javax.servlet,Spring-Cloud-Platform,project.dependencies.dependency_javax.servlet-api.groupId,javax.servlet,ConfigType.NAME,ace-dev-base/ace-common/pom.xml,maven,project.dependencies.dependency_javax.servlet-api.groupId,javax.servlet,ConfigType.NAME,ace-modules/ace-sample/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency different modules live under same groupId
value-equality,405,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-war/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::configuration::::addResources::::false <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::configuration::::addResources::::false,spring-boot-admin,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.addResources,FALSE,ConfigType.VERSION_NUMBER,spring-boot-admin-samples/spring-boot-admin-sample-war/pom.xml,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.addResources,FALSE,ConfigType.VERSION_NUMBER,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,maven,wrong,FALSE,False,Libraries,Maven Plugin,same options but in different modules
value-equality,28,apollo::::apollo-adminservice/src/main/resources/application.yml::::eureka.instance.preferIpAddress::::True <-> apollo::::apollo-adminservice/src/test/resources/application.yml::::eureka.instance.preferIpAddress::::True,apollo,eureka.instance.preferIpAddress,TRUE,ConfigType.BOOLEAN,apollo-adminservice/src/main/resources/application.yml,spring,eureka.instance.preferIpAddress,TRUE,ConfigType.BOOLEAN,apollo-adminservice/src/test/resources/application.yml,spring,correct,Borderline,False,Boolean,Boolean,"options in different directories (test and src), do not depend on each other"
value-equality,214,mall::::mall-admin/pom.xml::::project::::parent_mall::::groupId::::com.macro.mall <-> mall::::mall-common/pom.xml::::project::::groupId::::com.macro.mall,mall,project.parent_mall.groupId,com.macro.mall,ConfigType.NAME,mall-admin/pom.xml,maven,project.groupId,com.macro.mall,ConfigType.NAME,mall-common/pom.xml,maven,correct,Borderline,False,Multi-Maven-Modules,Project Inheritance,"modules specify their own groupID, whenever the module is used (inheritance, dependency, etc) the groupID of the specific modules has to be used as groupID"
value-equality,24,apollo::::apollo-portal/pom.xml::::project::::dependencies::::dependency_javax.mail::::artifactId::::javax.mail <-> apollo::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_javax.mail::::artifactId::::javax.mail,apollo,project.dependencies.dependency_javax.mail.artifactId,javax.mail,ConfigType.NAME,apollo-portal/pom.xml,maven,project.dependencyManagement.dependencies.dependency_javax.mail.artifactId,javax.mail,ConfigType.NAME,pom.xml,maven,correct,TRUE,True,Libraries,Maven Dependency,same dependency requires the same artifactID
value-equality,275,music-website::::music-client/package.json::::dependencies::::core-js::::core-js:^3.8.3 <-> music-website::::music-manage/package.json::::dependencies::::core-js::::core-js:^3.8.3,music-website,dependencies.core-js,core-js:^3.8.3,ConfigType.VERSION_NUMBER,music-client/package.json,nodejs,dependencies.core-js,core-js:^3.8.3,ConfigType.VERSION_NUMBER,music-manage/package.json,nodejs,correct,Borderline,False,Version Numbers,Library,"modules can import different versions of the same dependency, unless explicitly stateted identical version are likely coincidental, if explicitly stated should be consistent to avoid version inconsistencies across modules"
value-equality,186,mall-swarm::::mall-auth/pom.xml::::project::::dependencies::::dependency_mall-common::::artifactId::::mall-common <-> mall-swarm::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_mall-common::::artifactId::::mall-common,mall-swarm,project.dependencies.dependency_mall-common.artifactId,mall-common,ConfigType.NAME,mall-auth/pom.xml,maven,project.dependencyManagement.dependencies.dependency_mall-common.artifactId,mall-common,ConfigType.NAME,pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same submodule as dependency lives under same groupId
value-equality,302,piggymetrics::::account-service/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-oauth2::::groupId::::org.springframework.cloud <-> piggymetrics::::gateway/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-sleuth::::groupId::::org.springframework.cloud,piggymetrics,project.dependencies.dependency_spring-cloud-starter-oauth2.groupId,org.springframework.cloud,ConfigType.NAME,account-service/pom.xml,maven,project.dependencies.dependency_spring-cloud-starter-sleuth.groupId,org.springframework.cloud,ConfigType.NAME,gateway/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,388,pig::::pig-common/pig-common-bom/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_mybatis-plus-spring-boot3-starter::::groupId::::com.baomidou <-> pig::::pig-common/pig-common-datasource/pom.xml::::project::::dependencies::::dependency_dynamic-datasource-spring-boot3-starter::::groupId::::com.baomidou,pig,project.dependencyManagement.dependencies.dependency_mybatis-plus-spring-boot3-starter.groupId,com.baomidou,ConfigType.NAME,pig-common/pig-common-bom/pom.xml,maven,project.dependencies.dependency_dynamic-datasource-spring-boot3-starter.groupId,com.baomidou,ConfigType.NAME,pig-common/pig-common-datasource/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,78,jetlinks-community::::jetlinks-components/network-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml <-> jetlinks-community::::jetlinks-components/network-component/tcp-component/pom.xml::::project::::parent_network-component::::relativePath::::../pom.xml,jetlinks-community,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/network-component/pom.xml,maven,project.parent_network-component.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/network-component/tcp-component/pom.xml,maven,correct,Borderline,False,Multi-Maven-Modules,Project Structure,different hierachy different relative path of parent POM
value-equality,299,music-website::::music-client/tsconfig.json::::compilerOptions::::useDefineForClassFields::::True <-> music-website::::music-manage/tsconfig.json::::compilerOptions::::esModuleInterop::::True,music-website,compilerOptions.useDefineForClassFields,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.esModuleInterop,TRUE,ConfigType.BOOLEAN,music-manage/tsconfig.json,tsconfig,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,86,jetlinks-community::::jetlinks-components/common-component/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> jetlinks-community::::jetlinks-components/network-component/mqtt-component/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,jetlinks-community,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-components/common-component/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-components/network-component/mqtt-component/pom.xml,maven,correct,TRUE,True,Version Numbers,POM Version,modelVersion has to be consistent across all modules and is generally set to 4.0.0 since it is the only supported version
value-equality,424,spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_testcontainers::::scope::::test <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::scope::::test,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,test,ConfigType.UNKNOWN,spring-boot-admin-build/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,maven,correct,FALSE,False,Libraries,Dependency Scope,different dependencies can have their own groupID
value-equality,497,Spring-Cloud-Platform::::ace-infrastructure/ace-monitor/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-actuator::::groupId::::org.springframework.boot <-> Spring-Cloud-Platform::::ace-modules/ace-generator/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot,Spring-Cloud-Platform,project.dependencies.dependency_spring-boot-starter-actuator.groupId,org.springframework.boot,ConfigType.NAME,ace-infrastructure/ace-monitor/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,ace-modules/ace-generator/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupId
value-equality,164,mall-swarm::::mall-mbg/pom.xml::::project::::parent_mall-swarm::::groupId::::com.macro.mall <-> mall-swarm::::mall-search/pom.xml::::project::::parent_mall-swarm::::groupId::::com.macro.mall,mall-swarm,project.parent_mall-swarm.groupId,com.macro.mall,ConfigType.NAME,mall-mbg/pom.xml,maven,project.parent_mall-swarm.groupId,com.macro.mall,ConfigType.NAME,mall-search/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,parent groupId has to be consistent across submodules
value-equality,316,piggymetrics::::monitoring/Dockerfile::::CMD::::param0::::java <-> piggymetrics::::notification-service/Dockerfile::::CMD::::param0::::java,piggymetrics,CMD.param0,java,ConfigType.UNKNOWN,monitoring/Dockerfile,docker,CMD.param0,java,ConfigType.UNKNOWN,notification-service/Dockerfile,docker,correct,FALSE,False,Independent Components,Different Dockerfiles,Dockerfiles are independent
value-equality,92,jetlinks-community::::jetlinks-components/timeseries-component/pom.xml::::project::::parent_jetlinks-components::::groupId::::org.jetlinks.community <-> jetlinks-community::::jetlinks-manager/network-manager/pom.xml::::project::::dependencies::::dependency_protocol-component::::groupId::::org.jetlinks.community,jetlinks-community,project.parent_jetlinks-components.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-components/timeseries-component/pom.xml,maven,project.dependencies.dependency_protocol-component.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-manager/network-manager/pom.xml,maven,correct,FALSE,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,40,apollo::::apollo-biz/src/test/resources/application.properties::::spring.cloud.discovery.enabled::::false <-> apollo::::apollo-biz/src/test/resources/application.properties::::spring.jpa.hibernate.globally_quoted_identifiers::::false,apollo,spring.cloud.discovery.enabled,FALSE,ConfigType.BOOLEAN,apollo-biz/src/test/resources/application.properties,spring,spring.jpa.hibernate.globally_quoted_identifiers,FALSE,ConfigType.ID,apollo-biz/src/test/resources/application.properties,spring,partially,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,357,pig::::pig-gateway/Dockerfile::::CMD::::param2::::java <-> pig::::pig-upms/pig-upms-biz/Dockerfile::::CMD::::param2::::java,pig,CMD.param2,java,ConfigType.UNKNOWN,pig-gateway/Dockerfile,docker,CMD.param2,java,ConfigType.UNKNOWN,pig-upms/pig-upms-biz/Dockerfile,docker,correct,FALSE,False,Independent Components,Different Dockerfiles,Dockerfiles are independent
value-equality,310,piggymetrics::::monitoring/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-netflix-hystrix-dashboard::::groupId::::org.springframework.cloud <-> piggymetrics::::statistics-service/pom.xml::::project::::dependencies::::dependency_spring-cloud-netflix-hystrix-stream::::groupId::::org.springframework.cloud,piggymetrics,project.dependencies.dependency_spring-cloud-starter-netflix-hystrix-dashboard.groupId,org.springframework.cloud,ConfigType.NAME,monitoring/pom.xml,maven,project.dependencies.dependency_spring-cloud-netflix-hystrix-stream.groupId,org.springframework.cloud,ConfigType.NAME,statistics-service/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,407,spring-boot-admin::::spring-boot-admin-server-ui/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::optional::::true <-> spring-boot-admin::::spring-boot-admin-server-ui/pom.xml::::project::::profiles::::profile_noNpm::::build::::plugins::::plugin_frontend-maven-plugin::::configuration::::skip::::true,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-ui/pom.xml,maven,project.profiles.profile_noNpm.build.plugins.plugin_frontend-maven-plugin.configuration.skip,TRUE,ConfigType.IP_ADDRESS,spring-boot-admin-server-ui/pom.xml,maven,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,351,pig::::pig-common/pig-common-bom/pom.xml::::project::::packaging::::pom <-> pig::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_spring-cloud-alibaba-dependencies::::type::::pom,pig,project.packaging,pom,ConfigType.TYPE,pig-common/pig-common-bom/pom.xml,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-alibaba-dependencies.type,pom,ConfigType.TYPE,pom.xml,maven,correct,FALSE,False,Multi-Maven-Modules,Packaging Format,packaging can be different
value-equality,487,Spring-Cloud-Platform::::ace-dev-base/ace-auth-sdk/pom.xml::::project::::dependencies::::dependency_ace-common::::artifactId::::ace-common <-> Spring-Cloud-Platform::::ace-modules/ace-sample/pom.xml::::project::::dependencies::::dependency_ace-common::::artifactId::::ace-common,Spring-Cloud-Platform,project.dependencies.dependency_ace-common.artifactId,ace-common,ConfigType.NAME,ace-dev-base/ace-auth-sdk/pom.xml,maven,project.dependencies.dependency_ace-common.artifactId,ace-common,ConfigType.NAME,ace-modules/ace-sample/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency different modules has same artifactID
